;sentence;lemmatized;pos tags;noun chunks
29;Die OPENCOSS-Plattform muss fähig sein, Berichte über den Nachweisbeleg eines Sicherungsprojekts in Form von HTML-Dateien zu generieren.;"('muss', 'muss')
('fähig', 'fähig')
('generieren', 'generieren')
('HTML-Dateien', 'HTML-Datei')
('Form', 'Form')
('Nachweisbeleg', 'Nachweisbeleg')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Berichte', 'Bericht')
('Sicherungsprojekts', 'Sicherungsproj";"('muss', 'VERB')
('fähig', 'ADJ')
('generieren', 'VERB')";"('Berichte über den Nachweisbeleg eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('HTML-Dateien', 'HTML Datei')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Form', 'Form')"
30;Die OPENCOSS-Plattform muss fähig sein, Berichte über den Nachweisbeleg eines Sicherungsprojekts anhand von Dokumenten in den Formaten PDF, RTF und MS Word zu erstellen.;"('muss', 'muss')
('fähig', 'fähig')
('erstellen', 'erstellen')
('Dokumenten', 'Dokument')
('Nachweisbeleg', 'Nachweisbeleg')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('RTF', 'RTF')
('Berichte', 'Bericht')
('PDF', 'PDF')
('Sicherungsprojekts', 'Sicheru";"('muss', 'VERB')
('fähig', 'ADJ')
('erstellen', 'VERB')";"('Formaten PDF, RTF und MS Word', 'Format PDF, RTF und MS Word')
('Berichte über den Nachweisbeleg eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('Dokumenten', 'Dokument')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
31;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Informationen, die in den Berichten über die Nachweisbelege eines Sicherungsprojekts enthalten sein sollen, anzugeben.;"('muss', 'muss')
('bieten', 'bieten')
('enthalten', 'enthalten')
('sollen', 'sollen')
('anzugeben', 'angeben')
('Nutzer', 'Nutzer')
('Informationen', 'Information')
('Berichten', 'Bericht')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweisbelege', '";"('muss', 'VERB')
('bieten', 'VERB')
('enthalten', 'VERB')
('sollen', 'VERB')
('anzugeben', 'VERB')";"('Berichten über die Nachweisbelege eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
32;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks zwischen den Nachweis-Items eines Sicherungsprojekts zu spezifizieren.;"('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglic";"('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')";"('Nachweisrückverfolgbarkeitslinks zwischen den Nachweis-Items eines Sicherungsprojekts, 'Nachweis Rückverfolgbarkeit Link zwischen der Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Openc"
33;Die OPENCOSS-Plattform muss die Informationen der Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts gemäß der CCL speichern.;"('muss', 'muss')
('speichern', 'speichern')
('CCL', 'CCL')
('Informationen', 'Information')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')";"('muss', 'VERB')
('speichern', 'VERB')
('gemäß', 'ADJ')";"('Informationen der Nachweisrückverfolgbarkeitslinks', 'Information der Nachweis Rückverfolgbarkeit Link')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('CCL', 'CCL')"
34;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für ein Sicherungsprojekt Link-Typen für die Nachweisrückverfolgbarkeitslinks zu definieren.;"('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')
('Nutzer', 'Nutzer')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslinktypen', 'Nachweisrückverfolgbarkeitslinktyp')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
";"('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')";"('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Link-Typen', 'Link-Typ')"
35;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die in einem anderen Projekt definierten Link-Typen der Nachweisrückverfolgbarkeitslinks in einem Sicherungsprojekt wiederzuverwenden.;"('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('definierten', 'definieren')
('wiederzuverwenden', 'wiederverwenden')
('Nutzer', 'Nutzer')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslinktypen', 'Nachweisrückverfolg";"('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('definierten', 'VERB')
('wiederzuverwenden', 'VERB')";"('anderen Projekt', 'ander Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Linktypen', 'Link Typ')
('Nachweisrückverfolgbarkeitslinks in einem Sicherun"
36;Die OPENCOSS-Plattform muss die Nachweis-Items eines Sicherungsprojekts, die die Quelle eines Nachweisrückverfolgbarkeitslinks sind, für die wiederum ein bestimmtes Nachweis-Item das Ziel ist, anzeigen.;"('muss', 'muss')
('bestimmtes', 'bestimmt')
('anzeigen', 'anzeigen')
('Nachweis-Item', 'Nachweis-Item')
('Ziel', 'Ziel')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Quelle', 'Quelle')
('Sicherungsprojekts', 'Sicherun";"('muss', 'VERB')
('bestimmtes', 'ADJ')
('anzeigen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('bestimmtes Nachweis-Item', 'bestimmt Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')"
37;Die OPENCOSS-Plattform muss die Nachweis-Items eines Sicherungsprojekts, die das Ziel von Nachweisrückverfolgbarkeitslinks sind, für die wiederum ein bestimmtes Nachweis-Item die Quelle ist, anzeigen.;"('muss', 'muss')
('bestimmtes', 'bestimmt')
('anzeigen', 'anzeigen')
('Nachweis-Item', 'Nachweis-Item')
('Ziel', 'Ziel')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Quelle', 'Quelle')
('Sicherungsprojekts', 'Sicherun";"('muss', 'VERB')
('bestimmtes', 'ADJ')
('anzeigen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Ziel von Nachweisrückverfolgbarkeitslinks', 'Ziel von Nachweis Rückverfolgbarkeit Link')
('bestimmtes Nachweis-Item', 'bestimmt Nachweis Item')
('OPENCOSS-Plattform', 'Op"
38;Wenn für ein Sicherungsprojekt ein Nachweis-Charakterisieungsmodell ausgewählt wurde und für ein Nachweis-Item des Projekts ein Nachweisrückverfolgbarkeitslink angegeben wurde, muss die OPENCOSS-Plattform die Information, ob der Nachweisrückverfolgbarkeit;"('ausgewählt', 'auswählen')
('angegeben', 'angeben')
('muss', 'muss')
('korrekt', 'korrekt')
('anzeigen', 'anzeigen')
('Modell', 'Modell')
('Information', 'Information')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nac";"('ausgewählt', 'VERB')
('angegeben', 'VERB')
('muss', 'VERB')
('korrekt', 'ADJ')
('anzeigen', 'VERB')
('gemäß', 'ADJ')";"('Nachweis-Item des Projekts', 'Nachweis Item der Projekt')
('Modell', 'Modell')
('Nachweisrückverfolgbarkeitslink', 'Nachweis Rückverfolgbarkeit Link')
('Sicherungsprojekt', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Information'"
39;Wenn ein Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts gemäß dem für das Projekt gewählten Nachweis-Charakterisierungsmodell nicht korrekt ist, muss die OPENCOSS-Plattform einen solchen Link rot einfärben.;"('gewählten', 'wählen')
('korrekt', 'korrekt')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Projekt', 'Projekt')
('Nach";"('gewählten', 'VERB')
('korrekt', 'ADJ')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')
('gemäß', 'ADJ')";"('für das Projekt gewählten Nachweis-Charakterisierungsmodell', 'für der Projekt gewählt Nachweis Charakterisierung Modell')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('solchen "
40;Wenn für ein Sicherungsprojekt ein Nachweis-Charakterisierungmodell zur Spezifikation von Nachweisrückverfolgbarkeitslinks für ein Nachweis-Item des Projekts ausgewählt wurde, muss die OPENCOSS-Plattform mögliche Nachweis-Items, mit denen gemäß dem Modell;"('ausgewählt', 'auswählen')
('muss', 'muss')
('mögliche', 'möglich')
('spezifiziert', 'spezifizieren')
('könnten', 'können')
('anzeigen', 'anzeigen')
('Modell', 'Modell')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Spezifikation', 'Spezifikation')
('Nach";"('ausgewählt', 'VERB')
('muss', 'VERB')
('mögliche', 'ADJ')
('spezifiziert', 'VERB')
('könnten', 'VERB')
('anzeigen', 'VERB')
('gemäß', 'ADJ')";"('mögliche Nachweis-Items', 'möglich Nachweis Item')
('Nachweis-Charakterisierungmodell', 'Nachweis Charakterisierung Modell')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Spezifikation', 'Spezifikation')
('Sicherungsprojekt', 'S"
41;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts zu löschen.;"('muss', 'muss')
('bieten', 'bieten')
('löschen', 'löschen')
('Nutzer', 'Nutzer')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'S";"('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')";"('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
42;Wenn ein Nutzer einen Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts löschen möchte, muss die OPENCOSS-Plattform eine Bestätigung der Aktion durch den Benutzer verlangen.;"('löschen', 'löschen')
('möchte', 'mögen')
('muss', 'muss')
('verlangen', 'verlangen')
('Nutzer', 'Nutzer')
('Benutzer', 'Benutzer')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Aktion', 'Aktion')
('Bestätigung', 'Bestätigung')
('Nachweisrückverfolgbark";"('löschen', 'VERB')
('möchte', 'VERB')
('muss', 'VERB')
('verlangen', 'VERB')";"('Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Aktion', ' Aktion')
('Bestätigung', ' Bestätigung')
('Benutzer', ' "
43;Wenn ein Nachweis-Item eines Sicherungsprojekts die Quelle oder das Ziel eines Nachweisrückverfolgbarkeitslinks ist und das Nachweis-Item aus dem Projekt gelöscht wird, muss die OPENCOSS-Plattform auch den Nachweisrückverfolgbarkeitslink aus dem Projekt e;"('gelöscht', 'löschen')
('muss', 'muss')
('entfernen', 'entfernen')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('Ziel', 'Ziel')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
(";"('gelöscht', 'VERB')
('muss', 'VERB')
('entfernen', 'VERB')";"('Nachweis-Item eines Sicherungsprojekts ', 'Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Projekt', ' Projekt')
('Nachweisrückverfolgbarkeitslink', 'Nachweis Rückverfolgbarkeit Link')
('Quelle', ' Quelle')
('Ziel', "
44;Wenn ein Nachweis-Charakterisierungsmodell für ein Sicherungsprojekt ausgewählt wurde, muss die OPENCOSS-Plattform die erforderlichen fehlenden Links entsprechend dem Modell anzeigen.;"('ausgewählt', 'auswählen')
('muss', 'muss')
('erforderlichen', 'erforderlich')
('fehlenden', 'fehlend')
('anzeigen', 'anzeigen')
('Modell', 'Modell')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisie";"('ausgewählt', 'VERB')
('muss', 'VERB')
('erforderlichen', 'ADJ')
('fehlenden', 'ADJ')
('anzeigen', 'VERB')
('entsprechend', 'ADJ')";"('erforderlichen fehlenden Links', 'erforderlich fehlend Link')
('Modell', ' Modell')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierungs Modell')"
45;Die OPENCOSS-Plattform muss fähig sein Nachweisrückverfolgbarkeitslinks zwischen den Nachweis-Items eines Sicherungsprojekts mit Hilfe von Rückverfolgbarkeitsmatrizen aufzuzeigen.;"('muss', 'muss')
('fähig', 'fähig')
('aufzuzeigen', 'aufzeigen')
('Hilfe', 'Hilfe')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis";"('muss', 'VERB')
('fähig', 'ADJ')
('aufzuzeigen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Hilfe', ' Hilfe')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Rückverfolgbarkeitsmatrizen', 'R"
46;Bei der Verwendung von Matrizen zur Darstellung der Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts muss die OPENCOSS-Plattform dem Nutzer die Möglichkeit bieten, Quell- und Zielnachweisarten aus anderen Verlinkungs-Matrizen auszuwählen.;"('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('auszuwählen', 'auswählen')
('Nutzer', 'Nutzer')
('Matrizen', 'Matrix')
('Verlinkungs-Matrizen', 'Verlinkungs-Matrix')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Da";"('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('auszuwählen', 'VERB')";"('Quell- und Zielnachweisarten', 'Quell und Ziel Nachweis Art')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Darstellung', ' Darstellung')
('Nutze"
47;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks in Rückverfolgbarkeitsmatrizen zu spezifizieren.;"('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Rückverfolgbarkeitsmatrizen', 'Rückverfolgbarkeitsmatrix')
('OPENCOSS-Plattform', 'OPEN";"('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')";"('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Rückverfolgbarkeitsmatrizen', 'Rückverfolgbarkeit Matrix')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')"
48;Die OPENCOSS-Plattform muss fähig sein, die Beweisketten, zu denen ein Nachweis-Item eines Sicherungsprojekts gehört, anhand von Modellen darzustellen.;"('muss', 'muss')
('fähig', 'fähig')
('gehört', 'gehören')
('darzustellen', 'darstellen')
('Nachweis-Item', 'Nachweis-Item')
('Beweisketten', 'Beweiskette')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Modellen', 'Modell')
('Sicherungsprojekts', 'Sicheru";"('muss', 'VERB')
('fähig', 'ADJ')
('gehört', 'VERB')
('darzustellen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Beweisketten', ' Beweiskette')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', ' Nachweis Item')
('Modellen', ' Modell')"
49;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Tabellen zur Darstellung der Nachweis-Item-Rückverfolgbarkeit eines Sicherungsprojekts zu definieren.;"('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')
('Nutzer', 'Nutzer')
('Darstellung', 'Darstellung')
('Nachweis-Item-Rückverfolgbarkeit', 'Nachweis-Item-Rückverfolgbarkeit')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'M";"('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')";"('Möglichkeit', ' Möglichkeit')
('Darstellung', ' Darstellung')
('Nutzer', ' Nutzer')
('Tabellen', ' Tabelle')
('Nachweis-Item-Rückverfolgbarkeit eines Sicherungsprojekts', 'Nachweis Item Rückverfolgbarkeit ein Sicherung Projekt')
('OPENCOSS-Plattform', '"
50;Bei der Darstellung der Nachweis-Item-Rückverfolgbarkeit mittels Tabellen muss die OPENCOSS-Plattform, die Angabe der Nachweisarten, die in die Tabelle aufgenommen werden sollen, verlangen.;"('muss', 'muss')
('aufgenommen', 'aufnehmen')
('sollen', 'sollen')
('verlangen', 'verlangen')
('Tabelle', 'Tabelle')
('Darstellung', 'Darstellung')
('Nachweis-Item-Rückverfolgbarkeit', 'Nachweis-Item-Rückverfolgbarkeit')
('OPENCOSS-Plattform', 'OPENCOSS-P";"('muss', 'VERB')
('aufgenommen', 'VERB')
('sollen', 'VERB')
('verlangen', 'VERB')";"('Angabe', ' Angabe')
('Darstellung', ' Darstellung')
('Tabellen', ' Tabelle')
('Nachweis-Item-Rückverfolgbarkeit', 'Nachweis-Item Rückverfolgbarkeit')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisarten', ' Nachweis Art')
('Tabelle', ' Tabelle')"
51;Die OPENCOSS-Plattform wird für jede Nachweisart, die vom Nutzer in eine Tabelle zur Visualisierung der Rückverfolgbarkeit aufgenommen werden soll, eine Spalte innerhalb dieser Tabelle vorhalten.;"('aufgenommen', 'aufnehmen')
('soll', 'soll')
('vorhalten', 'vorhalten')
('Nutzer', 'Nutzer')
('Tabelle', 'Tabelle')
('wird', 'sein')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Rückverfolgbarkeit', 'Rückverfolgbarkeit')
('Visualisierung', 'Visualisier";"('aufgenommen', 'VERB')
('soll', 'VERB')
('vorhalten', 'VERB')";"('Rückverfolgbarkeit', ' Rückverfolgbarkeit')
('Spalte', ' Spalte')
('Nachweisart', ' Nachweis Art')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Tabelle', ' Tabelle')
('Visualisierung', ' Visualisierung')"
52;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks in Rückverfolgbarkeitstabellen zu spezifizieren.;"('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'Möglichkeit')
('Rückverfolgbarkeitstabellen', 'Rückverfolgbarkeitstabelle')
('Nachweisrückverfolgba";"('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')";"('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Rückverfolgbarkeitstabellen', 'Rückverfolgbarkeit Tabelle')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')"
53;Bei der Verwendung von Tabellen zur Sicherung der Rückverfolgbarkeit von Nachweisen in einem Sicherungsprojekt muss die OPENCOSS-Plattform dem Nutzer die Möglichkeit bieten,  Nachweisarten aus einer anderen Tabelle auszuwählen.;"('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('auszuwählen', 'auswählen')
('Nutzer', 'Nutzer')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Tabelle', 'Tabelle')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherung', 'Sicherung')
('Rückve";"('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('auszuwählen', 'VERB')";"('anderen Tabelle', 'ander Tabelle')
('Rückverfolgbarkeit', ' Rückverfolgbarkeit')
('Möglichkeit', ' Möglichkeit')
('Nachweisen', ' Nachweis')
('Nutzer', ' Nutzer')
('Tabellen', ' Tabelle')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt'"
54;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts nach den Bewertungskriterien aus der CCL zu bewerten.;"('muss', 'muss')
('bieten', 'bieten')
('bewerten', 'bewerten')
('Nutzer', 'Nutzer')
('CCL', 'CCL')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Bewertungskriterien', 'Bewertungskriterium')
('Möglichkeit', 'Möglichkeit";"('muss', 'VERB')
('bieten', 'VERB')
('bewerten', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('CCL', ' CCL')"
55;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Begründung für die Bewertung eines Nachweis-Items eines Sicherungsprojekts zu spezifizieren.;"('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', '";"('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Begründung', ' Begründung')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
